speed_mph_float_bins,grade_percent_float_bins,num_lanes_int_bins,miles,gallons,rate
"(1, 5]","(4, 5]","(3, 4]",24.265102559749494,1.941033688070346,7.99928079137855
"(1, 5]","(4, 5]","(4, 10]",35.90655466313214,2.918747141586964,8.128730726102923
"(1, 5]","(5, 6]","(0, 1]",4.139204738304709,0.2898947407624021,7.003633767609526
"(1, 5]","(5, 6]","(1, 2]",21.26199093204557,1.6642030942970023,7.827127288389324
"(1, 5]","(5, 6]","(2, 3]",21.983171800543555,1.7614610050532349,8.012770045356607
"(1, 5]","(5, 6]","(3, 4]",19.330874993244716,1.624661707859195,8.404491304335382
"(1, 5]","(5, 6]","(4, 10]",28.175842393380996,2.4253345013431633,8.607850893973332
"(1, 5]","(6, 8]","(0, 1]",4.437354188639795,0.350445774909579,7.897629082816193
"(1, 5]","(6, 8]","(1, 2]",29.752841723002348,2.2704786868626905,7.631132205793139
"(1, 5]","(6, 8]","(2, 3]",30.436915500956964,2.5192761844665412,8.27704168770759
"(1, 5]","(6, 8]","(3, 4]",30.079535258734534,2.355182451966434,7.829849868716084
"(1, 5]","(6, 8]","(4, 10]",37.71776644326339,3.188550060838202,8.45370858752877
"(5, 10]","(-8, -6]","(0, 1]",9.956912358886257,0.4325085902638069,4.343802322190829
"(5, 10]","(-8, -6]","(1, 2]",57.33729713736385,2.2444011477899473,3.91438253954141
"(5, 10]","(-8, -6]","(2, 3]",55.15357231722131,2.261473459106926,4.100320911399599
"(5, 10]","(-8, -6]","(3, 4]",42.934277947584995,1.740453761459167,4.053762738443971
"(5, 10]","(-8, -6]","(4, 10]",58.33649635532333,2.397004983179245,4.108928600338394
"(5, 10]","(-6, -5]","(0, 1]",6.555187672954081,0.27993260802469944,4.270398072349138
"(5, 10]","(-6, -5]","(1, 2]",42.38916197172661,1.6868027802027565,3.979325614712192
"(5, 10]","(-6, -5]","(2, 3]",36.422437556531385,1.4766795471440808,4.054312797851932
"(5, 10]","(-6, -5]","(3, 4]",32.476815550232416,1.3001204612212285,4.003226422277489
"(5, 10]","(-6, -5]","(4, 10]",36.68542296504378,1.519232432643411,4.141242787608127
"(5, 10]","(-5, -4]","(0, 1]",10.988217241149803,0.4639292682546112,4.222061305060855
"(5, 10]","(-5, -4]","(1, 2]",53.48823682307978,2.1397430063782474,4.000399215729923
"(5, 10]","(-5, -4]","(2, 3]",49.4169365774497,1.9617699722929742,3.9698332356526196
"(5, 10]","(-5, -4]","(3, 4]",39.16232693545492,1.5134770140339577,3.8646248383768995
"(5, 10]","(-5, -4]","(4, 10]",48.69104908683712,1.9480791763203842,4.000897932690092
"(5, 10]","(-4, -3]","(0, 1]",15.110006575833978,0.6190492456364663,4.096948883043743
"(5, 10]","(-4, -3]","(1, 2]",81.05148391283863,3.20069673422034,3.948967470678654
"(5, 10]","(-4, -3]","(2, 3]",59.58783732035781,2.36551296464502,3.969791606846684
"(5, 10]","(-4, -3]","(3, 4]",57.410705361405974,2.3033131117030035,4.0119923578772
"(5, 10]","(-4, -3]","(4, 10]",68.5466883747882,2.7739634418116217,4.046823424414911
"(5, 10]","(-3, -2]","(0, 1]",21.688649447925346,0.8802043678096271,4.058364122316634
"(5, 10]","(-3, -2]","(1, 2]",119.68633877224148,4.7558699776672455,3.9736113799232204
"(5, 10]","(-3, -2]","(2, 3]",98.50491607589078,3.885853168154428,3.9448317129275705
"(5, 10]","(-3, -2]","(3, 4]",84.430519301888,3.4320693638272353,4.064962992298555
"(5, 10]","(-3, -2]","(4, 10]",107.73153589483987,4.4117419311023545,4.095125809223396
"(5, 10]","(-2, -1]","(0, 1]",36.322589868248095,1.4807908448207725,4.076776601536409
"(5, 10]","(-2, -1]","(1, 2]",176.9618756167063,7.201418583815552,4.06947460220957
"(5, 10]","(-2, -1]","(2, 3]",161.86372934899111,6.5982120214353674,4.076399356404977
"(5, 10]","(-2, -1]","(3, 4]",137.8480792476625,5.520320919160661,4.004641159520741
"(5, 10]","(-2, -1]","(4, 10]",167.07844261001773,6.77792381839051,4.0567315043814745
"(5, 10]","(-1, 0]","(0, 1]",108.02252498285739,4.40162295070677,4.0747269621824564
"(5, 10]","(-1, 0]","(1, 2]",532.0752529255645,21.882488270945064,4.112667926317999
"(5, 10]","(-1, 0]","(2, 3]",450.17426612450237,18.231780754866357,4.049938463124875
"(5, 10]","(-1, 0]","(3, 4]",371.0574658069074,15.256977372783464,4.111755935055882
"(5, 10]","(-1, 0]","(4, 10]",414.0618301089346,17.31784807845931,4.182430453418804
"(5, 10]","(0, 1]","(0, 1]",85.75814780546267,3.4591536368323696,4.0336151436937016
"(5, 10]","(0, 1]","(1, 2]",494.4714465243298,20.366963298887093,4.118936177619098
"(5, 10]","(0, 1]","(2, 3]",404.9789768424229,16.54517241393496,4.085439827750041
"(5, 10]","(0, 1]","(3, 4]",351.82780278011825,14.401724580422803,4.09340150682277
"(5, 10]","(0, 1]","(4, 10]",391.56828110480194,16.296653819491446,4.161893239541969
"(5, 10]","(1, 2]","(0, 1]",32.41708119481838,1.3175468966859287,4.064360047617515
"(5, 10]","(1, 2]","(1, 2]",172.18293242082774,7.088597465930303,4.116899024930793
"(5, 10]","(1, 2]","(2, 3]",150.24883715470887,6.176027179589507,4.110532431761951
"(5, 10]","(1, 2]","(3, 4]",142.2045432560261,5.789674383069462,4.071370893295363
"(5, 10]","(1, 2]","(4, 10]",165.91211642769986,6.872309861658122,4.142138627140528
"(5, 10]","(2, 3]","(0, 1]",19.547830281800728,0.8058395083940806,4.122398735701768
"(5, 10]","(2, 3]","(1, 2]",105.61716624574355,4.333317272902079,4.102853188486029
"(5, 10]","(2, 3]","(2, 3]",88.9022636423198,3.7258742238626286,4.190977902264589
"(5, 10]","(2, 3]","(3, 4]",79.4843479536923,3.26402112591094,4.106495442112155
"(5, 10]","(2, 3]","(4, 10]",97.04213346116492,4.071603860944205,4.195707282727468
"(5, 10]","(3, 4]","(0, 1]",12.93860612129864,0.5572828236213512,4.307131837825952
"(5, 10]","(3, 4]","(1, 2]",68.12525538011214,2.81664926569711,4.134515533162136
"(5, 10]","(3, 4]","(2, 3]",62.511431929816546,2.5498926467724705,4.079082126346604
"(5, 10]","(3, 4]","(3, 4]",45.07611984248976,1.8875936588761004,4.187569084189035
"(5, 10]","(3, 4]","(4, 10]",69.37975676683577,2.957082118103182,4.262168470899999
"(5, 10]","(4, 5]","(0, 1]",9.716769313082976,0.37703050405270944,3.8802043344289676
"(5, 10]","(4, 5]","(1, 2]",50.487747334516875,2.077847680685106,4.11554840606752
"(5, 10]","(4, 5]","(2, 3]",41.964804761704215,1.7155968280785368,4.088180173410785
"(5, 10]","(4, 5]","(3, 4]",36.83850292646011,1.4803281636807861,4.018426499675985
"(5, 10]","(4, 5]","(4, 10]",51.221316343996975,2.1088101706507416,4.117055790773112
"(5, 10]","(5, 6]","(0, 1]",6.7286437156766175,0.26808669606374935,3.984260534394949
"(5, 10]","(5, 6]","(1, 2]",38.93618810900092,1.5957157563351745,4.098284485034864
"(5, 10]","(5, 6]","(2, 3]",31.278768357931376,1.311562651382041,4.193140332040815
"(5, 10]","(5, 6]","(3, 4]",24.908169480900426,1.0052408335202216,4.035787673160968
"(5, 10]","(5, 6]","(4, 10]",34.798038242614844,1.4517685194909058,4.1719838037105825
"(5, 10]","(6, 8]","(0, 1]",8.886462768846256,0.3548171451080754,3.992782666596845
"(5, 10]","(6, 8]","(1, 2]",50.8869438226782,2.0974113640059513,4.121708254507558
"(5, 10]","(6, 8]","(2, 3]",45.7072153332906,1.8423305508321337,4.030721489808815
"(5, 10]","(6, 8]","(3, 4]",33.425916472292755,1.3884672854648352,4.153864521906995
"(5, 10]","(6, 8]","(4, 10]",50.17958616590059,2.112336583238452,4.209553614600922
"(10, 15]","(-8, -6]","(0, 1]",15.361989844096358,0.5106070305061048,3.323833928339251
"(10, 15]","(-8, -6]","(1, 2]",66.9686574386142,2.272699450639127,3.3936762921107717
"(10, 15]","(-8, -6]","(2, 3]",49.97554052162667,1.690900468064621,3.383456087549252
"(10, 15]","(-8, -6]","(3, 4]",43.83643124854374,1.450081995798812,3.307938065434978
"(10, 15]","(-8, -6]","(4, 10]",56.89846004458962,1.990284538871691,3.497958534048135
"(10, 15]","(-6, -5]","(0, 1]",7.400735106511799,0.23501231711855802,3.175526670475938
"(10, 15]","(-6, -5]","(1, 2]",48.9704611476749,1.6588804823484768,3.3875124788920634
"(10, 15]","(-6, -5]","(2, 3]",35.69448190961192,1.2402564195621668,3.4746446879459723
"(10, 15]","(-6, -5]","(3, 4]",34.0421551253549,1.1030422842578966,3.240224598578193
"(10, 15]","(-6, -5]","(4, 10]",37.98530860462684,1.2865561809974622,3.386983621453985
"(10, 15]","(-5, -4]","(0, 1]",11.962874333353021,0.40162578199389,3.357268251779086
"(10, 15]","(-5, -4]","(1, 2]",72.94572316635694,2.4077396404113904,3.3007276313107496
"(10, 15]","(-5, -4]","(2, 3]",50.80786896389365,1.7042457231287156,3.3542948324398907
"(10, 15]","(-5, -4]","(3, 4]",49.550174946443846,1.567792136969713,3.164049650004781
"(10, 15]","(-5, -4]","(4, 10]",53.5081395255657,1.8198169981151688,3.4010096674089683
"(10, 15]","(-4, -3]","(0, 1]",18.551351323501425,0.5581536126612522,3.008695177661618
"(10, 15]","(-4, -3]","(1, 2]",104.00339450653193,3.3246651432821004,3.196689068714286
"(10, 15]","(-4, -3]","(2, 3]",74.7430923286071,2.4797791670188047,3.3177369168999395
"(10, 15]","(-4, -3]","(3, 4]",58.15507175950658,1.8553210056193072,3.190299572308616
"(10, 15]","(-4, -3]","(4, 10]",80.06696163947689,2.7077361342164994,3.3818394988045286
"(10, 15]","(-3, -2]","(0, 1]",31.16778740057107,0.9613397123501798,3.0844015328870147
"(10, 15]","(-3, -2]","(1, 2]",147.96423238523508,4.924985777855798,3.3284975013645584
"(10, 15]","(-3, -2]","(2, 3]",110.30236518141902,3.6406624376344485,3.3006204641636607
"(10, 15]","(-3, -2]","(3, 4]",111.14879535649385,3.553027878591715,3.196640923723813
"(10, 15]","(-3, -2]","(4, 10]",125.1677184244621,4.216483469998363,3.3686668759908596
"(10, 15]","(-2, -1]","(0, 1]",57.081929765647615,1.8521348109020217,3.2446955078534363
"(10, 15]","(-2, -1]","(1, 2]",253.88785724073364,8.360771053999486,3.293096071968458
"(10, 15]","(-2, -1]","(2, 3]",215.37154319599185,7.080313935551086,3.2874881381649743
"(10, 15]","(-2, -1]","(3, 4]",176.44938913876035,5.768175380193005,3.269025417626634
"(10, 15]","(-2, -1]","(4, 10]",223.33297937614503,7.3230584926980535,3.2789866114508364
"(10, 15]","(-1, 0]","(0, 1]",196.66073352015067,6.562566695085255,3.3369989919278047
"(10, 15]","(-1, 0]","(1, 2]",861.4185437537178,29.2501865281046,3.3955835685454336
"(10, 15]","(-1, 0]","(2, 3]",673.3012052128539,22.7002229699579,3.371481113386923
"(10, 15]","(-1, 0]","(3, 4]",622.5078538281173,20.64260363397054,3.316039067945678
"(10, 15]","(-1, 0]","(4, 10]",612.1630326996682,21.183976530129172,3.4605122162811472
"(10, 15]","(0, 1]","(0, 1]",178.96225907273822,5.767424313405701,3.222704241267743
"(10, 15]","(0, 1]","(1, 2]",758.9875103956517,25.558720442012724,3.3674757610555734
"(10, 15]","(0, 1]","(2, 3]",619.2187576055031,20.92014054513359,3.3784733243597187
"(10, 15]","(0, 1]","(3, 4]",539.031980175614,17.98113536067315,3.335819769879884
"(10, 15]","(0, 1]","(4, 10]",588.8588595322035,20.078906013927618,3.4097994262799305
"(10, 15]","(1, 2]","(0, 1]",50.25792670818636,1.655455460884884,3.293919127418425
"(10, 15]","(1, 2]","(1, 2]",260.6761609115806,8.756399885533147,3.359110344003897
"(10, 15]","(1, 2]","(2, 3]",190.564922918886,6.504469831542934,3.413256611927245
"(10, 15]","(1, 2]","(3, 4]",173.45326492752233,5.77932206260223,3.331918868761062
"(10, 15]","(1, 2]","(4, 10]",198.674619692616,6.73386553904764,3.3893939494969687
"(10, 15]","(2, 3]","(0, 1]",28.654265796455192,0.9481312836478665,3.3088660878030924
"(10, 15]","(2, 3]","(1, 2]",133.94035410161436,4.529355866168598,3.381621540833306
"(10, 15]","(2, 3]","(2, 3]",102.5491399727801,3.462978846468268,3.3768970148237774
"(10, 15]","(2, 3]","(3, 4]",94.90987876348682,3.237576511302586,3.4112113022191823
"(10, 15]","(2, 3]","(4, 10]",116.55588894147691,3.916955549932302,3.360581421929713
"(10, 15]","(3, 4]","(0, 1]",16.237382911306923,0.5049383721341842,3.109727564425236
"(10, 15]","(3, 4]","(1, 2]",81.88275957906781,2.844385092005123,3.4737289102457787
"(10, 15]","(3, 4]","(2, 3]",64.99692852991062,2.1905312027517905,3.370207257937951
"(10, 15]","(3, 4]","(3, 4]",61.1944821794626,1.976349237418686,3.2296200033570446
"(10, 15]","(3, 4]","(4, 10]",79.48682873977897,2.72650025516822,3.430128360126349
"(10, 15]","(4, 5]","(0, 1]",12.884093011508671,0.4362767162677027,3.3861655289045185
"(10, 15]","(4, 5]","(1, 2]",59.55756930701929,2.0124390648064376,3.378981191177084
"(10, 15]","(4, 5]","(2, 3]",47.62294235331206,1.5821517579393216,3.3222469670215298
"(10, 15]","(4, 5]","(3, 4]",43.903276479307316,1.4328379644219134,3.263624219703158
"(10, 15]","(4, 5]","(4, 10]",52.60568875658485,1.8201632636898346,3.4600122281680004
"(10, 15]","(5, 6]","(0, 1]",9.86126656226261,0.3386864529410019,3.4345127048598134
"(10, 15]","(5, 6]","(1, 2]",41.64100674474202,1.3743557477730197,3.3004863599907046
"(10, 15]","(5, 6]","(2, 3]",39.25171699937421,1.3285374687476297,3.3846607748874034
"(10, 15]","(5, 6]","(3, 4]",30.572676510289597,1.003160253683597,3.28123137451172
"(10, 15]","(5, 6]","(4, 10]",36.411137886979326,1.2618813837091496,3.46564665906912
"(10, 15]","(6, 8]","(0, 1]",13.337320484230418,0.4372338866067784,3.2782738266186864
"(10, 15]","(6, 8]","(1, 2]",63.074197263114655,2.0702288719213007,3.2822120007097673
"(10, 15]","(6, 8]","(2, 3]",43.9191261883371,1.493518582303481,3.4006108771355534
"(10, 15]","(6, 8]","(3, 4]",42.78684702957599,1.447963239179063,3.384131665925682
"(10, 15]","(6, 8]","(4, 10]",49.528681380507294,1.721487839134074,3.475739291156638
"(15, 20]","(-8, -6]","(0, 1]",14.959482889396158,0.4582352926937645,3.063176020733837
"(15, 20]","(-8, -6]","(1, 2]",76.97089316527978,2.4537340458715886,3.187872642458078
"(15, 20]","(-8, -6]","(2, 3]",49.567929620318736,1.6281114065484332,3.284606436095815
"(15, 20]","(-8, -6]","(3, 4]",46.94475672788859,1.397282584296498,2.9764401430296705
"(15, 20]","(-8, -6]","(4, 10]",56.00037807946,1.7725890774102027,3.165316267856339
"(15, 20]","(-6, -5]","(0, 1]",10.437838006531663,0.35422920474973496,3.393702838921908
"(15, 20]","(-6, -5]","(1, 2]",56.166679938053214,1.7956478030149763,3.1969983004076687
"(15, 20]","(-6, -5]","(2, 3]",42.196252600853335,1.3646407017505782,3.234032923869124
"(15, 20]","(-6, -5]","(3, 4]",36.941944472661014,1.0803759904171313,2.9245238869780295
"(15, 20]","(-6, -5]","(4, 10]",40.6137280220529,1.2801149329615262,3.1519266890900415
"(15, 20]","(-5, -4]","(0, 1]",13.805340138301679,0.42118911722478297,3.0509144505337575
"(15, 20]","(-5, -4]","(1, 2]",84.5150111400867,2.6570779438020287,3.143912433967293
"(15, 20]","(-5, -4]","(2, 3]",57.09582327858948,1.8428355383030945,3.2276188212775003
"(15, 20]","(-5, -4]","(3, 4]",53.98797540780754,1.6126428318109338,2.9870407616317456
"(15, 20]","(-5, -4]","(4, 10]",59.75581309596088,1.8868959820893902,3.1576776958239274
"(15, 20]","(-4, -3]","(0, 1]",25.59449901562076,0.7878480742148959,3.078192988790516
"(15, 20]","(-4, -3]","(1, 2]",120.65066864817402,3.7897904550631543,3.141126773291621
"(15, 20]","(-4, -3]","(2, 3]",85.20659275115378,2.63793558402866,3.0959289637748597
"(15, 20]","(-4, -3]","(3, 4]",73.14590836326383,2.171995969959379,2.9694018688955452
"(15, 20]","(-4, -3]","(4, 10]",83.31144688759167,2.6572734622790795,3.189565853854894
"(15, 20]","(-3, -2]","(0, 1]",43.03279131478718,1.3181376909542497,3.0631006046342697
"(15, 20]","(-3, -2]","(1, 2]",188.47986254983542,5.86585491239795,3.112191845347391
"(15, 20]","(-3, -2]","(2, 3]",140.17197426118463,4.386796679747906,3.129581860332451
"(15, 20]","(-3, -2]","(3, 4]",122.33846613516324,3.5326982128450024,2.8876430483785622
"(15, 20]","(-3, -2]","(4, 10]",139.57565560366896,4.373217686834637,3.1332238189534825
"(15, 20]","(-2, -1]","(0, 1]",72.97327857041954,2.2188134285389194,3.040583446443008
"(15, 20]","(-2, -1]","(1, 2]",348.1057051310622,10.829009821067771,3.11083951266775
"(15, 20]","(-2, -1]","(2, 3]",246.61288681467983,7.657133801308816,3.104920387661193
"(15, 20]","(-2, -1]","(3, 4]",236.0239927457162,6.782790543959456,2.873771630186339
"(15, 20]","(-2, -1]","(4, 10]",261.74459963666726,8.193261606157792,3.1302504875099686
"(15, 20]","(-1, 0]","(0, 1]",255.79211527168007,7.856263004783802,3.0713468225709635
"(15, 20]","(-1, 0]","(1, 2]",1342.1951858582784,42.26799864364521,3.1491692928861585
"(15, 20]","(-1, 0]","(2, 3]",946.3490753110991,30.021093705360578,3.1723065503595023
"(15, 20]","(-1, 0]","(3, 4]",832.3411529347298,24.9236339659439,2.994401259395419
"(15, 20]","(-1, 0]","(4, 10]",987.628836899558,31.946644606395694,3.234681229710253
"(15, 20]","(0, 1]","(0, 1]",281.85535158509754,8.542028848082058,3.0306427747578373
"(15, 20]","(0, 1]","(1, 2]",1200.5320355075294,37.69883774920054,3.14017757412556
"(15, 20]","(0, 1]","(2, 3]",865.0293589412611,26.938063524035655,3.114121300692738
"(15, 20]","(0, 1]","(3, 4]",769.5679629019277,23.03120000676575,2.992744126187177
"(15, 20]","(0, 1]","(4, 10]",812.7815654351729,26.49577378089425,3.259888622930086
"(15, 20]","(1, 2]","(0, 1]",76.90416737284689,2.278798677770784,2.9631666990459817
"(15, 20]","(1, 2]","(1, 2]",329.00845406473104,10.277589314150605,3.123807059416331
"(15, 20]","(1, 2]","(2, 3]",226.55177024706725,7.248476463317022,3.1994790662691166
"(15, 20]","(1, 2]","(3, 4]",217.28692122204842,6.590862389622241,3.0332531532751346
"(15, 20]","(1, 2]","(4, 10]",263.4004998835307,8.385587176051644,3.1835881783669913
"(15, 20]","(2, 3]","(0, 1]",33.87477964550044,1.0038215720529746,2.963330190064606
"(15, 20]","(2, 3]","(1, 2]",180.52966382504923,5.916720915905043,3.2774231062873525
"(15, 20]","(2, 3]","(2, 3]",117.2269182239689,3.7082726150877305,3.163328586360053
"(15, 20]","(2, 3]","(3, 4]",107.60850540350083,3.3081918693139905,3.0742847481332687
"(15, 20]","(2, 3]","(4, 10]",140.65158750107486,4.463336185174724,3.173327983333722
"(15, 20]","(3, 4]","(0, 1]",22.238015044823758,0.6831232570844064,3.071871548371013
"(15, 20]","(3, 4]","(1, 2]",110.78013574456406,3.6090718297608304,3.2578691166100384
"(15, 20]","(3, 4]","(2, 3]",72.14369743356936,2.303527202361664,3.192970812845814
"(15, 20]","(3, 4]","(3, 4]",77.15659445342526,2.333628293407197,3.02453511581031
"(15, 20]","(3, 4]","(4, 10]",79.75792156193316,2.673682081916177,3.3522464346566814
"(15, 20]","(4, 5]","(0, 1]",19.108062391039304,0.6188997672693555,3.238945710997822
"(15, 20]","(4, 5]","(1, 2]",78.47396016567379,2.5281786998818703,3.2216784963373755
"(15, 20]","(4, 5]","(2, 3]",51.13183150124314,1.6307854650448337,3.189374245288251
"(15, 20]","(4, 5]","(3, 4]",45.81313554101726,1.4115605604986876,3.0811262836067925
"(15, 20]","(4, 5]","(4, 10]",53.016614281278976,1.70058001271861,3.2076360132999144
"(15, 20]","(5, 6]","(0, 1]",9.605372690107215,0.2828983550953111,2.9452095636713227
"(15, 20]","(5, 6]","(1, 2]",49.76226894265496,1.733797459575595,3.484160783692537
"(15, 20]","(5, 6]","(2, 3]",40.311245838009754,1.2764880675390995,3.1665805434757615
"(15, 20]","(5, 6]","(3, 4]",29.19635282746391,0.8735120214350172,2.991853217410557
"(15, 20]","(5, 6]","(4, 10]",37.9114511201827,1.2563822145203778,3.3139913598599366
"(15, 20]","(6, 8]","(0, 1]",12.032646790017258,0.347727931904979,2.8898706824293
"(15, 20]","(6, 8]","(1, 2]",64.81788381798084,2.1895553784471598,3.3780112053577485
"(15, 20]","(6, 8]","(2, 3]",47.01916287628885,1.5254459785924612,3.2443069703431995
"(15, 20]","(6, 8]","(3, 4]",38.0536093396887,1.1939111940783231,3.137445343017993
"(15, 20]","(6, 8]","(4, 10]",52.469422961473406,1.6889025947981096,3.218832034875276
"(20, 25]","(-8, -6]","(0, 1]",15.535984350724823,0.4979929398591327,3.205416075460317
"(20, 25]","(-8, -6]","(1, 2]",84.71120489101612,2.5129513909982575,2.9664923243994177
"(20, 25]","(-8, -6]","(2, 3]",49.70331758730372,1.5379113289428277,3.0941824481665456
"(20, 25]","(-8, -6]","(3, 4]",45.49510563376184,1.26873385544425,2.78872603496655
"(20, 25]","(-8, -6]","(4, 10]",54.81876490407723,1.6508998182786783,3.0115596751722697
"(20, 25]","(-6, -5]","(0, 1]",13.292405280291026,0.408744758025481,3.0750247935303086
"(20, 25]","(-6, -5]","(1, 2]",70.92637475223464,2.1889186005606893,3.0861842413448946
"(20, 25]","(-6, -5]","(2, 3]",43.583825433286734,1.3550500615085608,3.109066375054022
"(20, 25]","(-6, -5]","(3, 4]",35.57566576380946,1.0281633460489281,2.8900747855992672
"(20, 25]","(-6, -5]","(4, 10]",48.97261409769042,1.4407715702947521,2.941994412266222
"(20, 25]","(-5, -4]","(0, 1]",18.589808473858564,0.5168209813434081,2.7801307478244017
"(20, 25]","(-5, -4]","(1, 2]",107.58702298480081,3.212460292316442,2.985918006830877
"(20, 25]","(-5, -4]","(2, 3]",66.7893210999398,2.0113717586617543,3.0115169993299533
