linkEfficiencyInPercentage,linkEfficiencyRounded,numberOfLinks
0.06667699335548173,0,1
0.10058252460315789,0,1
75.73364903098503,76,1
2.4303836237168532,2,1
0.23402933191773354,0,1
78.87675257382108,79,1
24.469798048163284,24,1
0.1225434307125209,0,1
0.017886359258268612,0,1
0.14021224736433852,0,1
8.889076679366935,9,1
0.031363647079353504,0,1
0.23324259403003575,0,1
0.4316432205905078,0,1
0.9071472527472528,1,1
0.019451667074820544,0,1
0.037263576158940395,0,1
0.17924616815634,0,2
0.5569592857440177,1,1
0.3983950143703614,0,1
0.6662768641269629,1,1
0.43054545454545456,0,1
0.2692123347218723,0,1
0.15457771118534497,0,1
0.14488859089057804,0,1
0.503031249975594,1,1
0.13403611930767292,0,1
0.036993559872907054,0,1
1.6577280212646823,2,1
0.17924616815633965,0,2
62.86310818790556,63,1
1.811505802379964,2,1
70.0212086757958,70,1
0.6183052018207661,1,1
0.4806241111468519,0,1
0.5656425851729447,1,1
0.5115591951581422,1,1
15.265889212827904,15,1
0.7932136269034754,1,1
66.94804894333716,67,1
44.98976397033125,45,1
0.02775437519045659,0,1
1.199176196109895,1,1
4.093887656909985,4,1
0.8939958781528325,1,1
0.7817368320595666,1,1
0.045938940687486295,0,1
0.22538733457457927,0,1
0.1204268108108108,0,1
2.39993346507658,2,1
0.11916548613421561,0,1
0.7749107541772317,1,1
0.5774199734930668,1,1
0.2054025648211407,0,1
0.20175115128903787,0,1
0.17443906642728907,0,1
98.46817479963413,98,1
0.2399600459080743,0,1
2.6215335634242063,3,1
0.41514472807873576,0,1
2.3839069776733837,2,1
10.53377189636922,11,1
0.07723969244532797,0,1
1.6264655695410146,2,1
1.7434929477680887,2,1
8.605816127790474,9,1
1.7582032299275192,2,1
0.18463269306600238,0,1
0.06784087375046279,0,1
4.134412831877045,4,1
2.1751037464067217E-5,0,1
0.1953997696895058,0,1
0.5569754965593502,1,1
0.23666681562976039,0,1
0.32397785226783626,0,1
0.2611467155192942,0,1
0.07631004465490802,0,1
0.5154367669165214,1,1
6.265177361953151,6,1
0.29562245621727645,0,1
0.5017819735995056,1,1
41.483399999999996,41,1
58.649116248909785,59,1
0.34431765971693085,0,1
0.2863037787700682,0,1
96.47490783197371,96,1
0.05917865343276833,0,1
82.96679999999999,83,1
1.4652277706465777,1,1
0.0800174119182385,0,1
2.713249638190579,3,1
0.3136700453493933,0,1
43.93886675403456,44,1
0.36956564784196644,0,1
0.15963239292024056,0,1
1.0550568908735214,1,1
0.4704419738718932,0,1
0.3167259726341251,0,1
0.2386456191229161,0,1
0.09754792264206165,0,1
0.1361474022931144,0,1
0.07885133439395861,0,2
1.007753209821564,1,1
0.08023752429102682,0,1
2.3753573817989793,2,1
14.62788363411796,15,1
0.257429176906919,0,1
0.03668188273594665,0,1
0.06221587554488471,0,1
0.2209825854483561,0,1
69.61880678649358,70,1
0.0426501492835938,0,1
12.253819960512994,12,1
1.2519351684105589,1,1
0.11397878094811882,0,1
0.2976050426557795,0,1
0.6885984720692179,1,1
1.9833659097768321,2,1
0.24991075887945735,0,1
0.9836740008041269,1,1
0.40735853748135503,0,1
8.902808547296527,9,1
0.10349510020014048,0,1
0.37366229099066695,0,1
0.6667890293145379,1,1
1.0257882989559242,1,1
1.0314957000026863,1,1
0.04893574665635018,0,1
2.3925231244729934,2,1
0.48795228201996343,0,1
9.668311785136405,10,1
13.497551999999999,13,1
2.2616867471639877,2,1
51.56428026425372,52,1
0.02898105065763796,0,1
0.3596995238080754,0,1
0.7994565321784259,1,1
0.12426330707116669,0,1
7.550968729036842,8,1
0.14133121901087564,0,1
0.045379737713722,0,1
0.3158790903485806,0,1
0.1142559593576311,0,1
1.332878910299359,1,1
0.3654590572741216,0,1
0.35935709454548864,0,1
3.468751736477692,3,1
0.1130129401961485,0,1
0.2969625771672736,0,1
0.2613356903778038,0,1
0.6072392023942077,1,1
0.01382639670718865,0,1
0.11342855327019304,0,1
0.976225389713584,1,1
0.822618953189389,1,1
1.5452422622761106,2,1
0.08929901768172889,0,1
5.235881432531874,5,1
0.19410551956656685,0,1
0.12036861431289593,0,1
96.92236442676926,97,1
86.1594633128755,86,1
69.6670223589394,70,1
0.11004399462061114,0,1
0.11451781722034246,0,1
3.6117580978111143,4,1
76.3250905979615,76,1
1.6100342759993256,2,1
0.5145716948192438,1,1
1.9680834049908322,2,1
4.370093787141232,4,1
0.7804109497857925,1,1
1.5411539286806368,2,1
0.20682946935007876,0,1
0.2640727069244494,0,1
46.390585329034536,46,1
0.1522609499055266,0,1
0.056412370198737356,0,1
0.417245381564277,0,1
0.25491606150753093,0,1
0.047464127438683654,0,1
0.042313799130812686,0,1
3.95972490442173,4,1
0.8907240532391666,1,1
1.152335321668663,1,1
2.5087970116140115,3,1
0.07967300424517976,0,1
1.7913743038087793,2,1
5.011919758631845,5,1
0.10454540346443769,0,1
0.07675517608203185,0,1
2.2808657863190755,2,1
0.865000365670667,1,1
5.697045699508277,6,1
0.16849411189493205,0,1
0.4134726780350816,0,1
0.9128330952501325,1,1
0.30946978768471184,0,1
46.10216833864558,46,1
0.46662560254938107,0,1
1.0559536035836476,1,1
2.6933509833998563,3,1
50.3943509249505,50,1
4.044621213004918,4,1
3.239342242258668,3,1
1.0582651928875755,1,1
0.3486804958268164,0,1
1.0546576633398717,1,1
3.9622963962324182,4,1
0.3752500917464217,0,1
0.15535349003283752,0,1
0.11665275710482108,0,1
1.8996029071039082,2,1
0.04868855613882838,0,1
6.0474,6,1
0.9909275040595404,1,1
1.1562583725896274,1,1
1.0008116122293824,1,1
4.601111248750488,5,1
0.08025548172757474,0,1
99.99999999977695,100,8
0.3664552028523763,0,1
0.08949367360027703,0,1
0.8924933847409653,1,1
0.04373656453517564,0,1
0.01970616420916429,0,1
8.775930624168177,9,1
0.934371619136644,1,1
0.09330471426713342,0,1
2.1601223705867882,2,1
0.05309189411868387,0,1
31.89723446372872,32,1
0.49490577938686997,0,1
1.2138659900507207,1,1
0.12426542360814015,0,1
0.2996847270071007,0,1
1.8089769097573913,2,1
0.8553858673680286,1,1
0.20930055745272264,0,1
0.2690916399337817,0,1
0.21685501229204204,0,1
0.4513422961247548,0,1
0.2049330430699078,0,1
0.03537690264670273,0,1
0.5150408810278662,1,1
0.11006320137680287,0,1
0.6121571588207094,1,1
0.4508034907049611,0,1
0.5492883308083989,1,1
0.2478355580512751,0,1
0.6101495788630665,1,1
99.44998842665505,99,1
0.110360229455254,0,1
1.4311031377036596,1,1
1.4311031377036603,1,1
0.4912169099488919,0,1
0.7353054491427505,1,1
1.497559884454895,1,1
0.31865840981808696,0,1
0.10344514572333502,0,1
0.3203537109962681,0,1
1.145027609717901,1,1
0.4169229527543897,0,1
1.0694491372788888,1,1
0.3339847058823529,0,1
0.011485422947419084,0,1
55.82253613833568,56,1
0.014924686159572344,0,1
0.7569773240686526,1,1
10.138153923861713,10,1
4.208012775655164,4,1
1.4154951671641673,1,1
0.7361467326128828,1,1
0.5833820562461121,1,1
0.46107423636836353,0,1
20.57054453713282,21,1
29.169044064140472,29,1
2.936495584125982,3,1
0.2410834777505008,0,1
1.599966757357598,2,1
3.6370458375648806,4,1
6.441844772573837,6,1
2.324124309151656,2,1
0.23920276577904526,0,2
0.47451529166574163,0,1
0.4206920115866494,0,1
0.2033051263537906,0,1
0.1724249725579022,0,1
0.6304702491752846,1,1
2.3497500000000002,2,1
70.24750691924262,70,1
1.5066508202837905,2,1
0.0557639934723138,0,1
0.00953745033721933,0,1
1.0477654193357,1,1
0.14503675413531816,0,1
68.25696825699457,68,1
0.6713299362103304,1,1
86.30916270754307,86,1
2.950032,3,1
1.148804208210577,1,1
1.7219467871129035,2,1
9.399000000000001,9,1
75.33556970109572,75,1
0.38944010938538065,0,1
1.0603677453746365,1,1
0.8191894480132953,1,1
0.3377920134217715,0,1
0.1436386610197735,0,1
0.027762507742646145,0,1
0.3555099608880308,0,1
3.317754049695832,3,1
0.739674564734092,1,1
0.30296055486708623,0,1
0.9426037156759385,1,1
0.23692058823529413,0,1
0.17194899197521854,0,1
0.14476296028625626,0,1
6.248422467311795,6,1
0.027392476863768663,0,1
0.11820181232420218,0,1
0.256148736972886,0,1
0.3505114557148583,0,1
0.011604726831639432,0,1
1.132584483447033,1,1
8.621282959786756,9,1
0.2667182842150938,0,1
0.10632601287033994,0,1
0.12293029903131841,0,1
0.615880941579116,1,1
0.22614414782007736,0,1
0.41737825839945636,0,1
2.1370447373395027,2,1
2.123810859373643,2,1
6.67094088638535,7,1
0.6148237755949674,1,2
0.21885133813733143,0,1
0.24979156235845826,0,1
25.6309948758018,26,1
0.18142078583490373,0,1
3.0533412188096727,3,1
0.07146100758310202,0,1
94.70568982690388,95,1
0.2696665675646005,0,1
0.09171515019092287,0,1
0.24671186656186261,0,1
0.022281176240086718,0,1
3.858853586286845,4,1
4.90231618277129,5,1
97.23494514716702,97,1
0.07826617704834812,0,1
7.77892713017644,8,1
0.5477146115950372,1,1
10.209851543652757,10,1
0.06650861159908074,0,1
0.026116174042790773,0,1
0.036064403197023545,0,1
4.502277582989266,5,1
0.5651039086943571,1,1
0.052675059206630244,0,1
0.7765659201622979,1,1
1.1101226595859166,1,1
0.5331883815681328,1,1
1.2775346625697093,1,1
0.49241923387601066,0,1
0.32277269019633814,0,1
0.14531067714220047,0,1
1.5686028829725942,2,1
0.6928368814938104,1,1
4.578005474068333,5,1
0.22554188871362685,0,1
2.589748846812374,3,1
3.606534025707881,4,1
3.910719417350059,4,1
0.05719912241028648,0,1
0.2941330594735387,0,1
0.3897339962316172,0,1
89.1879709248877,89,1
0.42720367530627396,0,1
0.05417690809390462,0,1
3.268106499581792,3,1
0.902228831056039,1,1
3.6406118589884406,4,1
0.4564453770586586,0,1
2.742396440786225,3,1
1.4151123019157446,1,1
8.020577485374517,8,1
0.3274617276448228,0,1
0.13039339638383637,0,1
1.8132170262598741,2,1
0.3036508919374566,0,1
0.29158028387717216,0,1
0.4866352815527102,0,1
98.55421687911841,99,1
93.6509591289711,94,1
71.2935271502381,71,1
0.1749685759925048,0,1
4.578005474068282,5,1
1.866797883755709,2,1
0.3071433384524713,0,1
0.8537896372239642,1,1
0.28555545893178486,0,1
39.49871373415562,39,1
0.07916926996409325,0,1
1.066189980004186,1,1
0.3338512400294057,0,1
1.7500432322839605,2,1
0.8224685480519571,1,1
1.8456616405271908,2,1
0.3976380348541077,0,1
0.9769107264015064,1,1
0.08421967899952594,0,1
0.042500009913411206,0,1
0.5539586820745901,1,1
12.54910619314569,13,1
0.8437984382885289,1,1
0.42506702741176616,0,1
0.6480321167136546,1,1
0.1691425454839593,0,1
2.6087992178078627,3,1
0.33014828466138724,0,1
0.765674400879166,1,2
0.2456456178551987,0,1
0.161636206904948,0,1
1.8946534975878289,2,1
0.06409002213691976,0,1
56.14331013810252,56,1
14.197558405722424,14,1
0.6924455759402752,1,1
0.18484301109967577,0,1
0.34960416956639107,0,1
0.5760974295204847,1,1
2.224465313599393,2,1
4.500061454271568,5,1
0.14075702479338822,0,1
1.2315293567689474,1,1
0.5431381314260174,1,1
0.03474338700922743,0,1
0.7711768363268845,1,1
0.2652921811161333,0,1
0.03394708821842917,0,1
83.57758133552746,84,1
34.249596461475065,34,1
0.06481492716115449,0,1
96.5454763937297,97,1
1.2733657609152416,1,1
99.20052491261718,99,1
1.494199773032394,1,1
1.2051435718214647,1,1
0.10320588233452747,0,1
0.5146200134854382,1,1
6.945112737368905,7,1
0.4004490995279341,0,1
30.004462607019132,30,1
0.13619915535678137,0,1
2.3538330645676955,2,1
43.471152556483176,43,1
96.90190215990495,97,1
15.284327481587006,15,1
1.0884752419780561,1,1
2.83615522724931,3,1
0.12908341725336214,0,1
3.1362584037113463,3,1
0.7673565493416687,1,1
0.059924320969956237,0,1
0.02908091356151359,0,1
0.0766071401655433,0,1
24.53331401386097,25,1
0.43144421359134955,0,1
0.7456827468811288,1,1
1.6228507260984029,2,1
0.028505235970110315,0,1
9.52603920971674,10,1
66.542971344594,67,1
0.05967181728390163,0,1
21.507258883199786,22,1
39.86796115080213,40,1
0.17474761222060525,0,1
0.7855629141835855,1,1
0.8991415308886253,1,1
48.04730661511362,48,1
0.21768710103725508,0,1
0.5544120045867694,1,1
0.5681147287024936,1,1
0.3760648399308123,0,1
0.029925646035396634,0,1
1.7146290546546543,2,1
71.45169718518062,71,1
15.751968837144481,16,1
0.4848280039139542,0,1
0.26297387033886066,0,1
1.996126761643138,2,1
19.262999939718377,19,1
0.10293361173041933,0,1
0.9505023230524752,1,1
0.03434285294191077,0,1
0.7132110945165838,1,1
0.6680466184268162,1,1
64.96642195493017,65,1
0.5559970070775142,1,1
0.027756249391027957,0,1
0.47795604255538815,0,1
0.11406934604295159,0,1
0.4496133588886627,0,1
90.06695316983993,90,1
0.052151008730989476,0,1
0.33482091645195805,0,1
2.311569311269322,2,1
0.8251045161290321,1,1
0.21543379880968103,0,1
0.37344616455586543,0,1
3.767364252685205,4,1
0.3989760724575426,0,1
0.15719215084381138,0,1
0.34014828541396025,0,1
0.7889737287100809,1,1
0.243754335542863,0,1
0.9001345912727662,1,1
0.5800596257213669,1,1
0.22658187344721686,0,1
0.4818641304110843,0,1
0.04660827822461506,0,1
0.31838253381091114,0,1
62.51450222460283,63,1
1.0624947867298578,1,1
0.06868715389563887,0,1
0.028390875946860263,0,1
0.3697540695735832,0,1
90.18842950365664,90,1
0.3792930439418603,0,1
0.4996950990767827,0,1
0.42067685796777926,0,1
0.38668993156951004,0,1
0.11542151955196249,0,1
0.3778278524670716,0,1
0.09897387181073479,0,1
25.28061557652719,25,1
0.35336024497493895,0,1
0.187953488372093,0,1
100.00000000025156,100,3
0.5011468851954048,1,1
0.2169953551911322,0,1
1.8803291224150345,2,1
1.8861014826639182,2,1
0.39424434403963526,0,1
1.4015969380888988,1,1
0.7987759740468723,1,1
0.6719844047132327,1,1
0.3848289668793479,0,1
0.9121061110577715,1,1
14.403892836650714,14,1
0.11753501259445844,0,1
0.10094487217930166,0,1
0.2753195650706084,0,1
6.344362377138836,6,1
0.7215963723750632,1,1
0.22311655361405527,0,1
0.3695090850722311,0,1
1.1426660167323508,1,1
0.06099055039193274,0,1
0.8841888007100016,1,1
0.2690354572312549,0,1
1.396870725220527,1,1
0.46696131534529745,0,1
1.1883928639148074,1,1
41.755731400762954,42,1
0.0881037639349784,0,1
9.951400478874456,10,1
12.877873117519437,13,1
0.08695144158118323,0,1
69.96124664382933,70,1
0.044320863665882476,0,1
0.4483815848476084,0,1
0.12159466049294901,0,1
0.8418715423130277,1,1
0.02090218899126286,0,1
0.3998043146383736,0,1
0.26564709829503264,0,1
2.0855551719548964,2,1
0.5649908358102333,1,1
6.760117495051049,7,1
1.0399112727769757,1,1
0.5032481638719457,1,1
0.16118821299210467,0,1
99.25750226340872,99,1
0.5258622445682916,1,1
0.3521720706759535,0,1
0.8791330083481655,1,1
0.12641119754595923,0,1
6.45069964190696,6,1
0.25857136311721884,0,1
0.23210272553257127,0,1
0.06209302646506932,0,1
6.449434531218018,6,1
7.815215223920098,8,1
1.9898168068653892,2,1
0.6622921955671612,1,1
0.5202964742881874,1,1
97.36397407091508,97,1
4.9487937783757925,5,1
0.2409920565533409,0,1
0.22027372769932496,0,1
0.42440866208338923,0,1
0.14150535198001823,0,1
0.46711278399323364,0,1
0.5324751711481537,1,1
85.58643083992862,86,1
31.018769419708853,31,1
0.0273322915451895,0,1
4.1120479185784,4,1
0.4181399722377173,0,1
0.03751407876601989,0,1
1.893886794915139,2,1
0.2458782353530808,0,1
0.9614663325771541,1,1
0.47123461011921847,0,1
0.26951136517571045,0,1
0.18778386211128584,0,1
0.15659578857979223,0,1
0.21714146126927705,0,1
98.05987532504862,98,1
0.2093788349603568,0,1
89.05532576603905,89,1
11.32648720909036,11,1
12.095559358517262,12,1
95.72895376386235,96,1
0.37557848991463577,0,1
42.970900396956274,43,1
0.5141715934274063,1,1
15.630560597384097,16,1
0.5456049611295083,1,1
0.1350704347826087,0,1
10.884545362512513,11,1
0.13546067425990088,0,1
0.5978974877576161,1,1
0.21391494472895373,0,1
0.2296945009848042,0,1
0.5739238148025232,1,1
0.3484944761028471,0,1
0.10040491534618237,0,1
0.3214541588472166,0,1
0.10196866346078692,0,1
1.0989678331156716,1,1
99.07428398875126,99,1
0.24149985818886444,0,1
0.26673962264150947,0,1
0.10914502619280317,0,1
0.45158621790230663,0,1
0.10085352870057983,0,1
0.2778649959225664,0,1
71.94733354835769,72,1
0.7340751575278351,1,1
56.0695670572388,56,1
0.39960534317789004,0,1
1.608725673834045,2,1
98.01449277318103,98,1
93.6342136211243,94,1
0.09713069328652918,0,2
0.06615433299509375,0,1
57.89851987013972,58,1
0.46150014284224466,0,1
0.902008530211619,1,1
0.35086607375785317,0,1
14.240222442525821,14,1
0.2275452317923696,0,1
82.16664669486123,82,1
0.3773781012274214,0,1
6.969752572765636,7,1
0.4400751052956657,0,1
0.26569259765617215,0,1
0.32204381146585487,0,1
0.04226674748960341,0,1
0.21022074062730053,0,1
1.5433554192784018,2,1
1.7633232582955485,2,1
95.82008977971913,96,1
1.5790645262068574,2,1
0.3581719588592213,0,2
8.478586793749647,8,1
0.29203761365190306,0,1
0.6085861891806035,1,1
88.90076970429307,89,1
0.8538983760756069,1,1
0.46317822716934726,0,1
0.2508591899059425,0,1
31.3596,31,2
4.963839017233513,5,1
0.12413693507444011,0,1
99.99999999979251,100,2
0.18283311449077488,0,1
0.20153032185893952,0,1
0.11848774649789134,0,1
2.032896663814263,2,1
0.5144606154996433,1,1
0.4074378508216659,0,1
0.5660032745528171,1,1
10.230551130893604,10,1
0.26684617222364676,0,1
12.435305257479133,12,1
1.532607324559575,2,1
1.0676726066660132,1,1
0.3581719588592185,0,3
79.06398577041314,79,1
0.34654615805986694,0,1
0.5352581935718321,1,1
0.06712991490895735,0,1
1.9192463910253668,2,1
54.763335914050714,55,1
0.3930663982515849,0,1
0.7377625885595541,1,1
0.3991306873513469,0,1
0.7222098132871348,1,1
0.2936517345800546,0,1
0.1805839631064687,0,1
1.2240013616228218,1,1
0.9936470128677958,1,1
19.952868248824743,20,1
12.152967276191031,12,1
90.81155342472104,91,1
0.8183179068882492,1,1
0.2829174167310015,0,2
0.0066363963331364266,0,1
0.20121367614478297,0,1
20.24633308181962,20,1
0.16698184420577447,0,1
70.84022434224161,71,1
0.6472958270911497,1,1
31.59750783655341,32,1
0.4468912923741526,0,1
0.43071401127110825,0,1
0.3581719588592157,0,1
0.3098249581358256,0,1
0.2387525875499961,0,1
11.70427360573533,12,1
0.9209554958354284,1,1
18.358540149250448,18,1
0.6586025394211182,1,1
2.4038772655181675,2,1
0.2344695931146453,0,1
2.366530093888052,2,1
54.55433995305255,55,1
0.793446906133773,1,1
0.5310433188699456,1,1
0.9257267454710618,1,1
77.95330085825081,78,1
1.9914163076134972,2,1
0.5060892805971823,1,1
0.025449750000000004,0,1
0.2213582455167475,0,1
1.7210614111391465,2,1
81.28558005987995,81,1
0.16383398009254274,0,1
0.39209631192536915,0,1
0.2995394333552596,0,1
85.42779012020668,85,1
0.12188891861954623,0,1
66.77525408725289,67,1
0.17265110202205503,0,1
0.3917292870814568,0,2
0.38544013301186775,0,1
26.925479977838133,27,1
1.7253534069249787,2,1
1.0266150787099066,1,1
0.02925813693436658,0,1
0.11581227108252504,0,1
10.3124923799591,10,1
0.6251842871589401,1,1
2.039128283705643,2,1
0.6137865328508725,1,1
0.17388529673449782,0,1
30.407203489641248,30,1
0.09284096175646109,0,1
0.07992405877666767,0,1
0.9803285637746137,1,1
85.23401073227393,85,1
0.07019446152743573,0,1
0.341991485258783,0,1
0.40719600000000006,0,1
2.7026742194704134,3,1
1.629835151502295,2,1
98.30779154790716,98,1
0.31733937693079695,0,1
0.9539515624734334,1,1
37.43873587739769,37,1
0.4674147517135105,0,1
0.11231882478418226,0,1
3.161348943158075,3,1
98.33042955684124,98,1
0.20151542541063275,0,1
0.6852345472931726,1,1
0.05329437928745298,0,1
0.04263646153314142,0,1
0.8500796647553969,1,1
0.20537677222965325,0,1
0.19328287905553865,0,1
0.4757904836047629,0,1
62.49075914187985,62,1
0.9969945217222032,1,1
1.393345410266077,1,1
0.3060293353546108,0,1
8.502812625716112,9,1
0.2773326347956782,0,1
0.037292962632388404,0,1
4.190015613885125,4,1
0.23124342273476434,0,1
7.786733377815167,8,1
0.10256322650467983,0,1
1.3740508109253682,1,1
0.15165676657212548,0,1
4.629286495906503,5,1
0.35289768241098146,0,1
0.5963824991080628,1,1
0.22460243266190105,0,1
0.14851531206754992,0,1
0.20799850603777603,0,1
1.5691668865711061,2,1
3.532517661038115,4,1
0.4449579713882168,0,1
1.5379054559509213,2,1
0.096291912669731,0,1
0.022024466108365715,0,1
0.9565419618793541,1,1
0.23220310584716333,0,1
0.33998766101787437,0,1
0.039154120481927714,0,1
0.527141892749881,1,1
1.297686714211494,1,1
72.61884489122778,73,1
0.06116052963226989,0,1
0.056601884330734424,0,1
61.60550786382707,62,1
0.2951130047694752,0,1
4.5986400000000005,5,1
0.17929940988541895,0,1
2.704730236668234,3,1
0.6703170046958297,1,1
87.80754106024449,88,1
0.33894351937007977,0,1
97.50091517282546,98,1
0.1554952752080132,0,1
0.27278829812278094,0,1
0.2459161397670549,0,1
8.215517971719805,8,1
0.1700120980925541,0,1
1.50321746146042,2,1
1.2653401204771064,1,1
0.6383064159838744,1,1
27.039482154711227,27,1
0.23814654161781945,0,1
0.048822971682450464,0,1
0.18155265603237236,0,1
0.35545166209471357,0,1
1.451151187703482,1,1
0.04092950757382818,0,1
0.6062622410228018,1,1
4.285386405054261,4,1
73.23068980416264,73,1
100.0000000002635,100,4
0.4097788451727323,0,1
3.1021790564074925,3,1
1.5080638951047616,2,1
85.7181362759594,86,1
0.3118861018606014,0,1
0.06771088165210488,0,1
0.46053871464780544,0,1
1.0969471706523184,1,1
7.118654825962782,7,1
1.5493944130461264,2,1
0.03787081163262761,0,1
15.771047553511394,16,1
0.361744356108345,0,1
0.2685308326360042,0,1
99.99999999979644,100,3
10.436376989801404,10,1
3.4482484401552687,3,1
95.33492322497675,95,1
1.2621623748443025,1,1
0.4871675789416757,0,2
0.9563430108211644,1,1
1.9310947685873208,2,1
0.8307111320873936,1,1
69.52251288056355,70,1
0.8688725160120141,1,1
0.20805897206399737,0,1
0.563604637610561,1,1
0.2472608219178082,0,1
5.554895267794414,6,1
0.06756643435512223,0,1
0.6561199328276572,1,1
0.27874074338813365,0,1
0.40994492288397916,0,1
2.3085521843325183,2,1
0.2818695046966212,0,1
0.5361014358468912,1,1
0.5235042448334396,1,1
0.42015176398464843,0,1
1.6275030347843813,2,1
0.3125139606353496,0,1
9.605879999999999,10,1
0.19983849161218306,0,1
1.8754070039349555,2,1
0.4672415015037087,0,1
8.899924628196368,9,1
0.20993670454356878,0,1
42.84086798418973,43,1
0.5782561645875173,1,1
0.31949389778784043,0,1
0.19822191740989833,0,1
0.1724414883004328,0,1
0.44996699942057744,0,1
1.6772850358932057,2,1
3.376274139149043,3,1
1.1078715643019468,1,1
0.5355723364485981,1,1
0.06119972330070075,0,1
4.078204284003742,4,1
0.8628888483670334,1,1
0.1670305461094608,0,1
0.16791700108057603,0,1
85.4170310894893,85,1
1.0800119990359218,1,1
83.57799924850617,84,1
0.04676440565906022,0,1
0.025574127604529845,0,1
1.461464255393521,1,1
0.05394222492401216,0,1
0.5011353380307322,1,1
0.216427948914755,0,1
0.5006467811460856,1,1
14.326528524725552,14,1
0.3708080771257468,0,2
0.07444320168186318,0,1
0.04849031873345412,0,1
1.2390901136716264,1,1
0.7705390385409372,1,1
0.05821484426562358,0,1
4.100117852672388,4,1
0.36050514476684964,0,1
0.8841572356205156,1,1
10.733334426842573,11,1
2.8678665560797656,3,1
0.6893822322266461,1,1
0.18378774748350096,0,1
0.11795355214302657,0,1
1.9044588582995479,2,1
0.044570540117914885,0,1
0.6248490800550923,1,1
32.021280000000004,32,1
0.05991542526773652,0,1
0.9077723489218567,1,1
0.8002962095261206,1,1
0.2549138064372407,0,1
0.04465761048012079,0,1
6.4034918928335465,6,1
0.08950387561391528,0,1
0.5307135377786838,1,1
0.9110523354514294,1,1
82.7448365399683,83,1
0.18698260507357337,0,1
0.7553173194985078,1,1
83.84208563857682,84,1
12.496430317192035,12,1
2.7081488338604753,3,1
0.5832545440967998,1,1
1.5128604886222912,2,1
0.13752046287559797,0,1
0.5521221526255297,1,1
0.39707309756010273,0,1
1.1035506070284506,1,1
0.4416687920870137,0,1
0.298029831518119,0,1
0.785407612094333,1,1
